molecule_name,smiles,pka_positions,pka_values,true_pka_positions,true_pka_values
Molecule_582,Cc1ccccc1[Se]CC(O)=O,[10],[3.258021831512451],[10],[3.65]
Molecule_583,Cc1ccccn1,[6],[5.335865497589111],[6],[5.99]
Molecule_584,Cc1cccnc1,[5],[5.25332498550415],[5],[5.73]
Molecule_585,Cc1cccc(OCC(O)=O)c1,[9],[3.2842540740966797],[9],[3.2]
Molecule_586,Cc1cccc(S)c1,[6],[6.918874740600586],[6],[6.66]
Molecule_587,Cc1cccc(SCC(O)=O)c1,[9],[3.2500100135803223],[9],[3.28]
Molecule_588,Cc1cccc([Se]CC(O)=O)c1,[9],[3.2598204612731934],[9],[3.67]
Molecule_589,Cc1ccccc1C(=O)NO,[10],[9.38448715209961],[10],[8.56]
Molecule_590,Cc1ccccc1O,[7],[9.123944282531738],[7],[10.2]
Molecule_591,Cc1ccccc1OCC(O)=O,[10],[3.258021831512451],[10],[3.23]
Molecule_592,Cc1ccc2ccc3cccnc3c2n1,"[11, 14]","[4.864355087280273, 4.944202423095703]",[14],[5.3]
Molecule_593,Cc1cccc(C)c1OCC(O)=O,[11],[2.9645018577575684],[11],[3.36]
Molecule_594,Cc1cccc(C)c1S,[8],[6.58167839050293],[8],[7.38]
Molecule_595,Cc1cccc(CCO)n1,[],[],[9],[6.1]
Molecule_596,Cc1cccc(CO)n1,[8],[5.224106788635254],[8],[5.43]
Molecule_597,Cc1cccc(O)c1,[6],[9.05449390411377],[6],[10.1]
Molecule_598,Cc1ccc(S)cc1,[5],[6.947275161743164],[5],[6.82]
Molecule_599,Cc1ccc(SCC(O)=O)cc1,[8],[3.1608176231384277],[8],[3.34]
Molecule_600,Cc1ccc([Se]CC(O)=O)cc1,[8],[3.215876579284668],[8],[3.72]
Molecule_601,Cc1ccc(c(C)n1)[N+]([O-])=O,[7],[5.248749732971191],[7],[2.87]
Molecule_602,Cc1ccc(c(C)n1)[S](O)(=O)=O,[7],[5.248749732971191],[7],[4.8]
Molecule_603,Cc1ccc(cc1N)[S](O)(=O)=O,[7],[4.058484077453613],[7],[3.64]
Molecule_604,Cc1ccc2ccc3ccc(C)nc3c2n1,"[12, 15]","[4.805840015411377, 4.960346698760986]",[15],[5.83]
Molecule_605,CC(=O)NCC(=O)NCC(O)=O,[10],[3.612154960632324],[10],[3.36]
Molecule_606,CC(=O)NCC(O)=O,[6],[3.4074010848999023],[6],[3.52]
Molecule_607,CC(=O)NCCC(O)=O,[7],[4.204406261444092],[7],[4.45]
Molecule_608,CC(=O)NCCS,[6],[8.872246742248535],[6],[9.92]
Molecule_609,CC(=O)NCCc1c[nH]cn1,[10],[6.138607978820801],[10],[7.12]
Molecule_610,Oc1ccccc1Br,[0],[7.342963218688965],[0],[8.33]
Molecule_611,Oc1ccccc1C#N,[0],[7.342963218688965],[0],[6.86]
Molecule_612,Oc1ccccc1CC=C,[0],[7.342963218688965],[0],[10.27]
Molecule_613,CC(=O)CCCC(O)=O,[7],[4.685644626617432],[7],[4.66]
Molecule_614,CC(=O)NC(Cc1ccc(O)cc1)C(O)=O,"[10, 14]","[10.186174392700195, 3.755028247833252]",[10],[9.88]
Molecule_615,[nH]1cnc2cccnc12,"[2, 7]","[5.551454067230225, 5.151251792907715]",[7],[4.1]
Molecule_616,CC(=O)C(O)=O,[4],[3.363379955291748],[4],[2.3]
Molecule_617,CC(=O)CC(O)=O,[5],[4.109243869781494],[5],[3.61]
Molecule_618,CC(=O)CCC(O)=O,[6],[4.585037708282471],[6],[4.49]
Molecule_619,[nH]1ccnc1,[3],[5.320104598999023],[3],[7.38]
Molecule_620,[nH]1ccnc1c2ccccn2,[3],[5.472823143005371],[10],[5.47]
Molecule_621,[nH]1cnc(c1)c2ccccn2,[2],[5.373878479003906],[10],[5.49]
Molecule_622,c1cc(ccn1)c2ccncc2,"[5, 9]","[4.827365875244141, 5.701529026031494]",[5],[4.67]
Molecule_623,c1ccc(cc1)c2ccccn2,[11],[4.909533500671387],[11],[4.64]
Molecule_624,c1ccc(cc1)c2cccnc2,[10],[4.975149154663086],[10],[4.81]
Molecule_625,c1ccc(cc1)c2ccncc2,[9],[5.068502426147461],[9],[5.38]
Molecule_626,c1ccc(nc1)c2cccnc2,"[4, 10]","[4.804956436157227, 4.9778852462768555]",[4],[4.42]
Molecule_627,c1ccc(nc1)c2ccncc2,"[4, 9]","[4.804956436157227, 5.403511047363281]",[4],[4.77]
Molecule_628,c1ccc2ncccc2c1,[4],[4.882998466491699],[4],[4.89]
Molecule_629,c1ccncc1,[3],[5.261387825012207],[3],[5.31]
Molecule_630,c1cnc2ccc3ncccc3c2c1,"[2, 7]","[4.817196846008301, 4.903524398803711]",[2],[4.0]
Molecule_631,c1cncc(c1)c2cccnc2,"[2, 10]","[5.181553363800049, 4.896651268005371]",[2],[4.6]
Molecule_632,c1cncc(c1)c2ccncc2,"[2, 9]","[5.181553363800049, 5.045192241668701]",[2],[4.85]
Molecule_633,s1ccc(c1)c2ccccn2,[10],[4.718836784362793],[10],[4.67]
Molecule_634,s1ccc(c1)c2cccnc2,[9],[4.9921650886535645],[9],[4.81]
Molecule_635,s1ccc(c1)c2ccncc2,[8],[4.884134292602539],[8],[5.6]
Molecule_636,s1cccc1c2ccccn2,[10],[4.749735355377197],[10],[3.69]
Molecule_637,s1cccc1c2cccnc2,[9],[4.969006538391113],[9],[4.41]
Molecule_638,s1cccc1c2ccncc2,[8],[4.904726982116699],[8],[5.48]
Molecule_639,s1cnc(c1)c2ccccn2,[2],[5.060652732849121],[10],[4.05]
Molecule_640,Cc1ccc(S)c(S)c1,"[5, 7]","[6.947275161743164, 6.4406538009643555]","[5, 5]","[5.34, 11.0]"
Molecule_641,Cc1cccc(CN)n1,"[7, 8]","[9.514643669128418, 5.224106788635254]","[8, 7]","[3.08, 8.9]"
Molecule_642,Cc1ccc2c(ccc(O)c2n1)[S](O)(=O)=O,"[9, 11]","[8.511388778686523, 4.885380744934082]","[11, 9]","[4.63, 8.72]"
Molecule_643,Cc1ccc2cccc(O)c2n1,"[9, 11]","[8.723796844482422, 5.258819580078125]","[11, 9]","[5.65, 8.83]"
Molecule_644,Cc1cccc(C)c1NC(=O)CN(CC(O)=O)CC(O)=O,"[12, 15, 19]","[9.146139144897461, 3.338848114013672, 3.240426540374756]","[15, 19]","[2.16, 5.88]"
Molecule_645,CC(=O)NCCN(CC(O)=O)CC(O)=O,"[6, 9, 13]","[8.782620429992676, 3.3780856132507324, 2.961315631866455]","[9, 6]","[1.9, 8.17]"
Molecule_646,C(CCc1ccccn1)CCc2ccccn2,"[8, 16]","[5.1811065673828125, 5.686855316162109]","[8, 16]","[5.45, 6.33]"
Molecule_647,C(CCc1ccccn1)Cc2ccccn2,"[8, 15]","[5.181106090545654, 5.8333940505981445]","[8, 15]","[5.27, 6.25]"
Molecule_648,Cc1cc(C)c(NC(=O)CN(CC(O)=O)CC(O)=O)c(C)c1,"[10, 13, 17]","[9.586762428283691, 2.8763699531555176, 5.270920753479004]","[13, 17]","[2.19, 6.01]"
Molecule_649,Cc1ccc(cc1)[S](=O)(=O)NCCN(CC(O)=O)CC(O)=O,"[10, 20]","[7.849846363067627, 3.01348876953125]","[16, 10]","[2.15, 7.86]"
Molecule_650,Cc1ccc(O)cn1,"[5, 7]","[9.036510467529297, 5.257597923278809]","[7, 5]","[5.44, 8.96]"
Molecule_651,CC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,"[18, 20]","[6.26042366027832, 3.3029661178588867]","[20, 18]","[2.96, 7.06]"
Molecule_652,CC(=O)CN(CC(O)=O)CC(O)=O,"[4, 7, 11]","[8.28352165222168, 3.629487991333008, 3.793288230895996]","[7, 4]","[2.62, 7.71]"
Molecule_653,Oc1cnccc1C=O,"[0, 3]","[8.029413223266602, 5.58038854598999]","[3, 0]","[4.04, 6.73]"
Molecule_654,[O-][NH+]1CCCNCCNC(=O)C(CCc2ccccn2)C(=O)NCC1,"[1, 5, 19]","[8.588098526000977, 10.64586353302002, 5.432409763336182]","[19, 1]","[5.22, 9.33]"
Molecule_655,CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,"[22, 24]","[6.608177185058594, 3.5822134017944336]","[24, 22]","[3.04, 7.09]"
Molecule_656,CC(=O)N[C@@H](CS)C(O)=O,"[6, 8]","[8.82717514038086, 3.2997403144836426]","[8, 6]","[3.09, 9.44]"
Molecule_657,CC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,"[10, 12]","[6.60848331451416, 3.2891292572021484]","[12, 10]","[2.84, 7.02]"
Molecule_658,CC(C(C)C(O)=O)C(O)=O,"[5, 8]","[3.1753458976745605, 4.798738479614258]","[5, 8]","[3.58, 5.07]"
Molecule_659,CC(C(O)=O)C(=O)C(O)=O,"[3, 8]","[3.1100106239318848, 3.8620500564575195]","[3, 8]","[1.7, 4.18]"
Molecule_660,CC(C(O)=O)C(O)=O,"[3, 6]","[3.110011100769043, 4.532984733581543]","[3, 6]","[2.89, 5.36]"
Molecule_661,c1ccc(C=Cc2ccccn2)nc1,"[11, 12]","[4.722362041473389, 4.990782737731934]","[12, 11]","[2.81, 4.95]"
Molecule_662,C[C@H](NC(=O)CNC(=O)CN)C(O)=O,"[10, 12]","[8.513035774230957, 3.0648202896118164]","[12, 10]","[3.18, 7.9]"
Molecule_663,C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,"[18, 20]","[8.931572914123535, 3.148204803466797]","[20, 18]","[3.37, 7.86]"
Molecule_664,C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,"[27, 29]","[6.561097145080566, 3.155231475830078]","[29, 27]","[2.83, 7.19]"
Molecule_665,Oc1cccnc1,"[0, 5]","[7.342963218688965, 5.25332498550415]","[5, 0]","[4.95, 8.62]"
Molecule_666,Oc1cccnc1C=O,"[0, 5]","[7.342963218688965, 5.113238334655762]","[5, 0]","[3.4, 6.95]"
Molecule_667,CC(=O)N[C@@H](CC(O)=O)C(O)=O,"[7, 10]","[2.9506616592407227, 3.9013943672180176]","[7, 10]","[3.04, 4.49]"
Molecule_668,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,"[8, 11]","[3.2654175758361816, 3.7585349082946777]","[8, 11]","[3.29, 4.6]"
Molecule_669,C(Cc1ccccn1)c2ccccn2,"[7, 13]","[5.101571559906006, 5.567205429077148]","[7, 13]","[3.99, 5.8]"
Molecule_670,C(CCCc1ccccn1)CCc2ccccn2,"[9, 17]","[5.365482330322266, 6.358955383300781]","[9, 17]","[5.61, 6.38]"
Molecule_671,c1cc(ccn1)C=Cc2ccncc2,"[5, 11]","[4.827365875244141, 5.2226996421813965]","[5, 11]","[4.41, 5.65]"
Molecule_672,C1CNCCCNC1,"[2, 6]","[9.324333190917969, 10.362964630126953]","[2, 6]","[7.07, 10.65]"
Molecule_673,CC(=C/C(O)=O)/C(O)=O,"[4, 7]","[4.138911724090576, 3.5790295600891113]","[4, 7]","[2.28, 5.74]"
Molecule_674,C(Cc1ccccn1)Cc2ccccn2,"[7, 14]","[5.101571559906006, 5.6129279136657715]","[7, 14]","[4.8, 6.15]"
Molecule_675,Cc1ncc(CO)c(C)c1O,"[2, 10]","[5.641445636749268, 8.301241874694824]","[2, 10]","[5.36, 9.34]"
Molecule_676,SCCS,"[0, 3]","[8.624711990356445, 8.99905776977539]","[0, 3]","[8.93, 10.43]"
Molecule_677,C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,"[2, 15]","[8.219322204589844, 3.907433032989502]","[15, 2]","[2.99, 7.95]"
Molecule_678,NC(C(O)C(O)C(O)CO)C(O)=O,"[0, 11]","[9.215140342712402, 2.4954817295074463]","[11, 0]","[2.2, 9.08]"
Molecule_679,NC(Cc1cc(I)c(O)c(I)c1)C(O)=O,"[0, 8, 13]","[9.023354530334473, 8.723252296447754, 3.607235908508301]","[13, 8]","[6.16, 9.1]"
Molecule_680,C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,"[2, 14]","[8.219322204589844, 3.03175687789917]","[14, 2]","[3.2, 8.02]"
Molecule_681,CC(C)(NC(=O)CN)C(=O)NCC(O)=O,"[7, 13]","[9.094161987304688, 3.1958847045898438]","[13, 7]","[3.33, 8.2]"
Molecule_682,CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,"[11, 17]","[8.679290771484375, 3.8885278701782227]","[17, 11]","[3.55, 7.98]"
Molecule_683,Oc1ccc(c(c1O)[N+]([O-])=O)[N+]([O-])=O,"[0, 7]","[7.196038246154785, 8.844169616699219]","[0, 7]","[4.02, 8.24]"
Molecule_684,Oc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,"[0, 7]","[7.7866668701171875, 8.999442100524902]","[0, 7]","[3.35, 9.83]"
Molecule_685,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,"[3, 17]","[8.632234573364258, 3.4289493560791016]","[17, 3]","[3.82, 8.11]"
Molecule_686,CC(C)(N)C(=O)NC(C)(C)C(O)=O,"[3, 11]","[8.632234573364258, 3.7304835319519043]","[11, 3]","[3.67, 8.26]"
Molecule_687,CC(C)(CC(O)=O)C(O)=O,"[5, 8]","[3.6407618522644043, 5.428640365600586]","[5, 8]","[3.83, 5.17]"
Molecule_688,CC(C)(CC(O)=O)CC(O)=O,"[5, 9]","[3.6407618522644043, 5.1417460441589355]","[5, 9]","[3.7, 6.29]"
Molecule_689,CC(C)(N)C(O)=O,"[3, 5]","[8.632234573364258, 2.7850303649902344]","[5, 3]","[2.44, 10.22]"
Molecule_690,FC1(F)CNCCNCCCNCCNC1,"[4, 7, 11, 14]","[9.08232307434082, 9.948205947875977, 10.34339427947998, 9.394454002380371]","[4, 7]","[7.52, 10.78]"
Molecule_691,FC1CNCCNCCCNCCNC1,"[3, 6, 10, 13]","[9.326628684997559, 9.931524276733398, 9.755099296569824, 9.268961906433105]","[3, 6]","[9.41, 10.96]"
Molecule_692,C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,"[2, 15]","[8.219322204589844, 3.3343863487243652]","[15, 2]","[2.99, 8.13]"
Molecule_693,C[C@H](N)C(O)=O,"[2, 4]","[8.219322204589844, 2.6618571281433105]","[4, 2]","[2.51, 9.93]"
Molecule_694,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,"[3, 23]","[8.632234573364258, 3.621436595916748]","[23, 3]","[3.8, 7.78]"
Molecule_695,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCC(O)=O,"[3, 21]","[8.632234573364258, 3.298973560333252]","[21, 3]","[3.46, 8.33]"
Molecule_696,C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[2, 19]","[8.219322204589844, 3.2111878395080566]","[19, 2]","[3.11, 7.88]"
Molecule_697,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(O)=O,"[2, 14]","[8.219322204589844, 2.9281320571899414]","[14, 2]","[3.26, 7.94]"
Molecule_698,C[C@H](N)C(=O)N[C@@H](C)C(O)=O,"[2, 9]","[8.219322204589844, 2.8541488647460938]","[9, 2]","[3.27, 8.15]"
Molecule_699,NCC(=O)NCCCNC(=O)CN,"[0, 12]","[8.577760696411133, 9.221096992492676]","[0, 12]","[7.72, 8.4]"
Molecule_700,NCC(=O)NO,"[0, 5]","[8.577760696411133, 9.02295970916748]","[0, 5]","[7.48, 9.18]"
Molecule_701,NCC(=O)N[C@@H](CC(N)=O)C(O)=O,"[0, 11]","[8.577760696411133, 3.7104082107543945]","[11, 0]","[2.99, 8.24]"
Molecule_702,NCC(=O)N[C@@H](CO)C(O)=O,"[0, 9]","[8.577760696411133, 2.9224367141723633]","[9, 0]","[2.98, 8.25]"
Molecule_703,NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,"[0, 18]","[8.577760696411133, 3.349153518676758]","[18, 0]","[3.17, 8.06]"
Molecule_704,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,"[2, 19]","[8.219322204589844, 3.309316635131836]","[19, 2]","[3.13, 7.82]"
Molecule_705,NCC(=O)NCC(=O)NCC(=O)NO,"[0, 13]","[8.577760696411133, 9.092825889587402]","[0, 13]","[7.51, 8.4]"
Molecule_706,NCC(=O)NCC(=O)NCC(O)=O,"[0, 11]","[8.577760696411133, 3.707150936126709]","[11, 0]","[3.3, 8.1]"
Molecule_707,NCC(=O)NCC(=O)NCCC(O)=O,"[0, 12]","[8.577760696411133, 3.3965072631835938]","[12, 0]","[4.04, 7.89]"
Molecule_708,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[2, 19]","[8.219322204589844, 3.311051368713379]","[19, 2]","[3.31, 7.83]"
Molecule_709,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[2, 14]","[8.219322204589844, 2.9281320571899414]","[14, 2]","[3.28, 7.92]"
Molecule_710,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,"[2, 15]","[8.219322204589844, 3.3343863487243652]","[15, 2]","[3.2, 7.9]"
Molecule_711,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,"[0, 15, 19]","[4.503025054931641, 4.133692741394043, 5.78642463684082]","[15, 19]","[2.91, 6.79]"
Molecule_712,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,"[0, 8, 15, 19, 20]","[4.893909931182861, 5.932249546051025, 3.892261505126953, 5.741576671600342, 5.741576671600342]","[15, 19]","[2.8, 6.73]"
Molecule_713,NCC(=O)NCC(=O)NO,[0],[8.577760696411133],"[0, 9]","[7.52, 8.4]"
Molecule_714,NCC(=O)N1C[C@H](O)C[C@H]1C(O)=O,"[0, 11]","[8.577760696411133, 3.441530227661133]","[11, 0]","[2.8, 8.37]"
Molecule_715,NCC(=O)NC(CO)C(=O)NCC(O)=O,"[0, 13]","[8.577760696411133, 3.2935519218444824]","[13, 0]","[3.23, 7.99]"
Molecule_716,NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[0, 37]","[8.577760696411133, 3.2699241638183594]","[37, 0]","[3.11, 8.17]"
Molecule_717,C[C@H](N)C(=O)N[C@H](C)C(O)=O,"[2, 9]","[8.219322204589844, 2.878702163696289]","[9, 2]","[3.13, 8.29]"
Molecule_718,NC1(CCCC1)C(O)=O,"[0, 7]","[9.510939598083496, 3.2423782348632812]","[7, 0]","[2.4, 10.31]"
Molecule_719,NC1(CCCCC1)C(O)=O,"[0, 8]","[9.227584838867188, 3.2423782348632812]","[8, 0]","[2.41, 10.13]"
Molecule_720,NC1(CCCCCC1)C(O)=O,"[0, 9]","[8.946894645690918, 3.2423782348632812]","[9, 0]","[2.59, 10.46]"
Molecule_721,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,"[0, 14]","[4.431333541870117, 4.886910438537598]","[0, 14]","[4.47, 6.91]"
Molecule_722,Oc1cccc2cccnc12,"[0, 9]","[7.564997673034668, 4.778980731964111]","[9, 0]","[5.22, 9.72]"
Molecule_723,NCC(O)=O,"[0, 3]","[8.577760696411133, 3.349336624145508]","[3, 0]","[2.5, 9.76]"
Molecule_724,NCC(=O)NCCCCNC(=O)CN,"[0, 13]","[8.577760696411133, 8.916936874389648]","[0, 13]","[7.78, 8.41]"
Molecule_725,NCC(=C)CN,"[0, 5]","[8.577760696411133, 10.179156303405762]","[0, 5]","[8.33, 10.09]"
Molecule_726,NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,"[0, 25]","[8.577760696411133, 3.702488422393799]","[25, 0]","[3.28, 8.3]"
Molecule_727,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,"[0, 25]","[8.577760696411133, 3.6193246841430664]","[25, 0]","[3.31, 8.36]"
Molecule_728,NCC(O)C(O)=O,"[0, 5]","[8.762896537780762, 3.080629825592041]","[5, 0]","[2.66, 9.13]"
Molecule_729,CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,"[5, 19]","[8.134732246398926, 3.295243263244629]","[19, 5]","[3.33, 7.89]"
Molecule_730,CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,"[5, 18]","[8.134732246398926, 2.5450189113616943]","[18, 5]","[2.89, 8.15]"
Molecule_731,CC(C)C[C@H](N)C(O)=O,"[5, 7]","[8.134732246398926, 2.9340925216674805]","[7, 5]","[2.32, 9.61]"
Molecule_732,CC(C)C[C@H](NC(=O)[C@@H](C)N)C(O)=O,"[10, 12]","[7.955695629119873, 3.351386547088623]","[12, 10]","[3.14, 8.23]"
Molecule_733,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,"[5, 19]","[8.134732246398926, 3.288630962371826]","[19, 5]","[3.32, 7.79]"
Molecule_734,CC(C)(CN)CN,"[4, 6]","[9.01530933380127, 9.917675971984863]","[4, 6]","[8.18, 10.22]"
Molecule_735,Oc1cccc(c1)[P](O)(O)=O,"[0, 8, 9]","[7.342963218688965, 4.775622367858887, 4.775622367858887]","[8, 9]","[4.52, 10.03]"
Molecule_736,CC(C)C[C@H](N)C(=O)NCC(O)=O,"[5, 11]","[8.134732246398926, 2.6242737770080566]","[11, 5]","[3.09, 8.06]"
Molecule_737,CC(C)C[C@H](N)C(=O)NO,"[5, 9]","[8.134732246398926, 9.256999969482422]","[5, 9]","[7.2, 9.12]"
Molecule_738,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O,"[5, 12]","[8.134732246398926, 2.803645133972168]","[12, 5]","[3.36, 8.08]"
Molecule_739,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"[5, 19]","[8.134732246398926, 3.149405002593994]","[19, 5]","[3.56, 7.62]"
Molecule_740,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,"[5, 23]","[8.134732246398926, 3.1259236335754395]","[23, 5]","[3.59, 7.65]"
Molecule_741,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,"[5, 18]","[8.134732246398926, 2.566211223602295]","[18, 5]","[3.18, 7.68]"
Molecule_742,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,"[5, 19]","[8.51750373840332, 3.288630962371826]","[19, 5]","[3.33, 7.81]"
Molecule_743,CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O,"[5, 12]","[8.134732246398926, 2.803645133972168]","[12, 5]","[2.98, 8.17]"
Molecule_744,Oc1ccc(cc1)[P](O)(O)=O,"[0, 8, 9]","[7.196038246154785, 4.769240379333496, 4.769240379333496]","[8, 9]","[4.85, 10.56]"
Molecule_745,CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"[5, 19]","[8.51750373840332, 3.040938377380371]","[19, 5]","[3.33, 7.87]"
Molecule_746,CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,"[17, 19]","[9.266904830932617, 3.370105743408203]","[19, 17]","[3.42, 8.03]"
Molecule_747,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,"[5, 15]","[8.134732246398926, 3.2657971382141113]","[15, 5]","[3.23, 7.75]"
Molecule_748,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,"[5, 19]","[8.134732246398926, 3.288630962371826]","[19, 5]","[3.33, 7.75]"
Molecule_749,CC(C)C(C(O)=O)C(O)=O,"[5, 8]","[3.1265177726745605, 4.5469136238098145]","[5, 8]","[2.85, 5.69]"
Molecule_750,NCCCCCc1ccccn1,"[0, 11]","[9.527442932128906, 5.316628456115723]","[11, 0]","[5.7, 10.38]"
Molecule_751,NCCCCCc1cccnc1,"[0, 10]","[9.527442932128906, 5.7064361572265625]","[10, 0]","[5.61, 10.34]"
Molecule_752,NCC(=O)NCCC(=O)NCC(O)=O,"[0, 12]","[8.577760696411133, 3.6608963012695312]","[12, 0]","[3.3, 8.05]"
Molecule_753,NCC(=O)NCCCCCCCCNC(=O)CN,"[0, 17]","[8.577760696411133, 8.751936912536621]","[0, 17]","[7.75, 8.41]"
Molecule_754,NCC(=O)NCCCCCCNC(=O)CN,"[0, 15]","[8.577760696411133, 8.97383975982666]","[0, 15]","[7.78, 8.41]"
Molecule_755,NCC(=O)NCCCCCNC(=O)CN,"[0, 14]","[8.577760696411133, 8.8128080368042]","[0, 14]","[7.73, 8.36]"
Molecule_756,NCCCCCc1ccncc1,"[0, 9]","[9.527442932128906, 5.514162540435791]","[9, 0]","[5.99, 10.3]"
Molecule_757,NCCCCN,"[0, 5]","[9.527442932128906, 9.77000904083252]","[0, 5]","[9.81, 10.95]"
Molecule_758,NCCCCCC(O)=O,"[0, 7]","[9.527442932128906, 3.6300711631774902]","[7, 0]","[4.51, 10.92]"
Molecule_759,NCCCCCCCCN,"[0, 9]","[9.527442932128906, 9.77000904083252]","[0, 9]","[10.27, 11.08]"
Molecule_760,NCCCCSCCCCN,"[0, 10]","[9.527442932128906, 9.79692268371582]","[0, 10]","[10.05, 10.73]"
Molecule_761,NCCCCSCCCN,"[0, 9]","[9.527442932128906, 9.432149887084961]","[0, 9]","[9.81, 10.51]"
Molecule_762,NCCCCSCCN,"[0, 8]","[9.527442932128906, 9.976651191711426]","[0, 8]","[9.25, 10.44]"
Molecule_763,NCCCCCCN,"[0, 7]","[9.527442932128906, 9.77000904083252]","[0, 7]","[10.16, 11.04]"
Molecule_764,NCCCCCN,"[0, 6]","[9.527442932128906, 9.77000904083252]","[0, 6]","[9.93, 10.96]"
Molecule_765,NCCC(=O)NCC(O)=O,"[0, 8]","[9.527442932128906, 3.5548367500305176]","[8, 0]","[3.2, 9.4]"
Molecule_766,NCCC(=O)NCCC(O)=O,"[0, 9]","[9.527442932128906, 3.366854190826416]","[9, 0]","[3.95, 9.36]"
Molecule_767,NCCC(=O)NO,"[0, 6]","[9.527442932128906, 10.21621036529541]","[0, 6]","[8.34, 9.61]"
Molecule_768,NCCC(O)=O,"[0, 4]","[9.527442932128906, 3.7843637466430664]","[4, 0]","[3.74, 10.34]"
Molecule_769,NCCCCc1ccncc1,"[0, 8]","[9.527442932128906, 5.725115776062012]","[8, 0]","[5.81, 10.18]"
Molecule_770,NCCCN,"[0, 4]","[9.527442932128906, 10.027565002441406]","[0, 4]","[9.16, 10.82]"
Molecule_771,NCCCC(O)=O,"[0, 5]","[9.527442932128906, 3.7959818840026855]","[5, 0]","[4.13, 10.52]"
Molecule_772,NCCCCC(O)=O,"[0, 6]","[9.527442932128906, 3.6300711631774902]","[6, 0]","[4.25, 10.68]"
Molecule_773,NCC(O)CN,"[0, 5]","[8.762896537780762, 10.30734920501709]","[0, 5]","[8.31, 9.85]"
Molecule_774,NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O,"[0, 18]","[8.577760696411133, 3.4074254035949707]","[18, 0]","[2.91, 8.04]"
