SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Equilibrium,Ionic,Temperature,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order,Dissociating_Group,Functional_Group_pKa_Ranges
NCC(O)=O,9.57,0:2,amine_primary:carboxylic_acid,Aminoacetic acid (Glycine),[HL]/[L][H],0.1,25.0,2:0,carboxylic_acid:amine_primary,2(carboxylic_acid) > 0(amine_primary),amine_primary,amine_primary(9.0~11.0); carboxylic_acid(1.5~5.0)
NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,1.92,0:10,aniline:amine_secondary,9-(beta-D-Ribofuranosyl)guanine (Guanosine),[H₂L]/[HL][H],0.0,25.0,10:0,amine_secondary:aniline,10(amine_secondary) > 0(aniline),amine_secondary,aniline(Unknown); amine_secondary(9.5~11.5)
Nc1ncnc2nn[nH]c12,6.09,2:4,pyridine_nitrogen:pyridine_nitrogen,"6-Amino-1,2,3-triazolo[4,5-d]-1,3-diazine (8-Azaadenine)",[HL]/[L][H],0.1,25.0,2:4,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 4(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
Nc1ncnc2nn[nH]c12,5.99,2:4,pyridine_nitrogen:pyridine_nitrogen,"6-Amino-1,2,3-triazolo[4,5-d]-1,3-diazine (8-Azaadenine)",[HL]/[L][H],0.1,35.0,2:4,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 4(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
Nc1ncnc2nn[nH]c12,2.76,2:4,pyridine_nitrogen:pyridine_nitrogen,"6-Amino-1,2,3-triazolo[4,5-d]-1,3-diazine (8-Azaadenine)",[H₂L]/[HL][H],0.1,25.0,2:4,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 4(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
Nc1ncnc2nn[nH]c12,2.73,2:4,pyridine_nitrogen:pyridine_nitrogen,"6-Amino-1,2,3-triazolo[4,5-d]-1,3-diazine (8-Azaadenine)",[H₂L]/[HL][H],0.1,35.0,2:4,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 4(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,6.69,25,amine_secondary,Inosine-5'-(trihydrogendiphosphate) (IDP),[HL]/[L][H],0.1,25.0,25,amine_secondary,25(amine_secondary),amine_secondary,amine_secondary(9.5~11.5)
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,7.18,25,amine_secondary,Inosine-5'-(trihydrogendiphosphate) (IDP),[HL]/[L][H],0.0,25.0,25,amine_secondary,25(amine_secondary),amine_secondary,amine_secondary(9.5~11.5)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.3,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.1,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.38,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.1,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.55,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.1,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.6,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.1,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.65,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.1,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.32,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.15,37.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,7.2,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.0,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,7.44,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[HL]/[L][H],0.0,75.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.87,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],0.1,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.76,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],0.15,37.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.88,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],0.5,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.89,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],1.0,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.9,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],2.0,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,4.2,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],0.0,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.79,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₂L]/[HL][H],0.0,75.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1.8,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₃L]/[H₂L][H],0.0,25.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,2.16,0:24:26,amine_primary:alcohol:alcohol,Adenosine-5'-(trihydrogendiphosphate) (ADP),[H₃L]/[H₂L][H],0.0,75.0,0:24:26,amine_primary:alcohol:alcohol,0(amine_primary) > 24(alcohol) > 26(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,6.3,2:27,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(trihydrogendiphosphate) (GDP),[HL]/[L][H],0.1,25.0,2:27,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 27(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,6.71,2:27,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(trihydrogendiphosphate) (GDP),[HL]/[L][H],0.1,25.0,2:27,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 27(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,7.19,2:27,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(trihydrogendiphosphate) (GDP),[HL]/[L][H],0.0,25.0,2:27,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 27(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,2.8,2:27,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(trihydrogendiphosphate) (GDP),[H₂L]/[HL][H],0.1,25.0,2:27,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 27(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,6.4,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[HL]/[L][H],0.1,25.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,6.49,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[HL]/[L][H],0.1,25.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,7.01,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[HL]/[L][H],0.1,25.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,6.39,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[HL]/[L][H],0.15,37.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,7.68,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[HL]/[L][H],0.0,25.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,2.15,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[H₂L]/[HL][H],0.1,25.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,2.18,29:0,amine_secondary:alcohol,Inosine-5'-(tetrahydrogentriphosphate) (ITP),[H₂L]/[HL][H],0.15,37.0,29:0,amine_secondary:alcohol,29(amine_secondary) > 0(alcohol),amine_secondary,amine_secondary(9.5~11.5); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.38,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.48,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.82,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.92,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.95,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.42,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.15,37.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,5.96,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.5,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.07,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.5,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.71,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.5,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,5.82,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],1.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,5.94,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],1.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,6.74,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],1.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,7.68,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,7.81,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[HL]/[L][H],0.0,50.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.99,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.88,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],0.15,37.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.92,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],0.5,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.91,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],1.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3.87,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],2.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,4.55,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],0.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,4.34,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₂L]/[HL][H],0.0,50.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1.9,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₃L]/[H₂L][H],0.1,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1.91,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₃L]/[H₂L][H],0.0,25.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,2.04,0:28:30,amine_primary:alcohol:alcohol,Adenosine-5'-(tetrahydrogentriphosphate) (ATP),[H₃L]/[H₂L][H],0.0,50.0,0:28:30,amine_primary:alcohol:alcohol,0(amine_primary) > 28(alcohol) > 30(alcohol),amine_primary,amine_primary(9.0~11.0); alcohol(15.0~18.0); alcohol(15.0~18.0)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,6.41,2:31,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(tetrahydrogentriphosphate) (GTP),[HL]/[L][H],0.1,25.0,2:31,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 31(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,6.53,2:31,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(tetrahydrogentriphosphate) (GTP),[HL]/[L][H],0.1,25.0,2:31,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 31(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,6.95,2:31,pyridine_nitrogen:pyridine_nitrogen,Guanosine-5'-(tetrahydrogentriphosphate) (GTP),[HL]/[L][H],0.1,25.0,2:31,pyridine_nitrogen:pyridine_nitrogen,2(pyridine_nitrogen) > 31(pyridine_nitrogen),Unknown,pyridine_nitrogen(Unknown); pyridine_nitrogen(Unknown)
